internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
19514,Rhinoderma rufum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHINODERMATIDAE,Rhinoderma,rufum,,,,,"(Philippi, 1902)",
21624,Telmatobufo venustus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CALYPTOCEPHALELLIDAE,Telmatobufo,venustus,,,,,"(Philippi, 1899)",
40785,Alsodes tumultuosus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALSODIDAE,Alsodes,tumultuosus,,,,,"Veloso, Iturra-Constant &amp; Galleguillos, 1979",
56319,Alsodes pehuenche,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALSODIDAE,Alsodes,pehuenche,,,,,"Cei, 1976","Its tadpole was briefly described as belonging to <em>Telmatobius montanus</em> (Cei and Roig 1965), but was later re-assigned as this species&#160;(Cei 1976).<br/><br/>There may be an additional subpopulation of this species occurring 60 km south of the Pehuenche Valley, Cajón de Plaza in Chile (C. Correa pers. comm. December 2017). Mitochondrial sequences identify these individuals as belonging to both this species and <em>Alsodes hugoi</em>, despite resembling this species (Correa <em>et al.</em> 2018). It may be a hybrid population, however further taxonomic work is required to confirm its identity (C. Correa pers. comm. December 2017). For the purposes of this assessment, it has not been included within this species' distribution map."
56321,Alsodes verrucosus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALSODIDAE,Alsodes,verrucosus,,,,,"(Philippi, 1902)","It is possible that Argentinean subpopulations of&#160;<em>Alsodes</em>&#160;from the forests of Neuquén and Río Negro Provinces might belong to&#160;<em>A. verrucosus</em>, although until this can be verified these records have not been included in attempts to map its range."
19943,Scaphirhynchus platorynchus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Scaphirhynchus,platorynchus,,,,,"(Rafinesque, 1820)",Unknown
82337482,Dusicyon avus,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Dusicyon,avus,,,,,"(Burmeister, 1866)","This species is the sister taxon of the also extinct, but insular, Falklands Wolf (<em>Dusicyon australis</em>)."
9018,Chelonoidis becki,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Chelonoidis,becki,,,,,"(Rothschild, 1901)","The previous Red List assessments for Galápagos tortoises treated the various allopatric island populations as subspecies of&#160;<em>Chelonoidis nigra</em>&#160;(now named<em>&#160;Chelonoidis niger</em>),&#160;as did several authors&#160;(Pritchard 1996, Caccone <em>et al</em>. 1999, Beheregaray <em>et al</em>. 2003, Fritz and Havas 2007, TTWG 2007, Rhodin <em>et al</em>. 2008). However, other authors have considered them as full species based on morphology (Bour 1980, Fritts 1983, Ernst and Barbour 1989) and the more recent consensus among researchers (Caccone <em>et al</em>. 2002; Russello <em>et al</em>. 2005, 2007; Poulakakis <em>et al</em>. 2008, 2012, 2015; Chiari <em>et al</em>. 2009) is to treat most as full species based on congruent patterns of mitochondrial and nuclear variation. This elevated species-level taxonomy has been largely accepted by&#160;TTWG (2009, 2014) and TEWG (2015) for most, but not all, phylogenetic lineages of Galápagos tortoises. This Red List assessment therefore now treats&#160;<em>C. becki</em>&#160;as a full species, rather than retaining its previous subspecies ranking from earlier Red List assessments.&#160; &#160;&#160;<br/><a><br/><em>Chelonoidis becki</em>&#160;has generally always been considered a distinct taxon based on its isolated occurrence on Wolf Volcano on northern Isabela, consistent also with prior recognition of the other tortoise populations on central and southern Isabela volcanoes as distinct taxa:&#160;<em>microphyes</em>,&#160;<em>vandenburghi</em>,&#160;</a><a><em>guntheri,</em></a><span class=""MsoCommentReference"">&#160;and&#160;<em>vicina</em>. However, as population morphologies were considered, the dome-shaped central and southern Isabela populations were merged by&#160;Pritchard (1996)&#160;into a broader&#160;<em>vicina</em>&#160;taxon, into which&#160;<em>microphyes</em>,&#160;<em>vandenburghi</em>, and&#160;<em>guentheri</em>&#160;[=&#160;<em>guntheri</em>]&#160;were synonymized. Later genetic analysis demonstrated that all southern Isabela populations are very closely related to each other, with&#160;<em>C. becki</em>&#160;more closely related to&#160;<em>C. darwini</em>&#160;from Santiago (Poulakakis <em>et al</em>. 2012, 2015).<br/><br/>                  <a><em>Chelonoidis becki</em></a><span class=""MsoCommentReference"">&#160;includes two distinct genetic lineages, each of which occurs in nearly separate ranges: one on the eastern and northern slopes of&#160;Wolf Volcano associated with Piedras Blancas and the other on the southwestern slopes associated with Puerto Bravo (Garrick <em>et al</em>. 2014).Both of these lineages derived from tortoises from Santiago (<em>C. darwini,</em>&#160;Caccone <em>et al</em>. 1999, 2002; Garrick <em>et al</em>. 2014).<br/> <br/> Genetic data indicate the presence on&#160;Wolf Volcano of hybrid individuals from species from distant islands (<em>C. niger&#160;</em>[Extinct]<em>, C. abingdonii&#160;</em>[Extinct]<em>,&#160;</em>and<em>&#160;C. hoodensis</em>), as well as the presence of hybrid individuals with species from the same island. The first ones, and possibly all, are likely to have arrived on&#160;Wolf Volcano because of human activities, while those from other volcanoes of Isabela are the possible results of sporadic tortoise dispersal events from one volcano to the next by land (from&#160;Darwin Volcano) or by sea from the central (Alcedo Volcano) or southern (Sierra Negra and Cerro Azul) Isabela volcanoes (Beheragaray <em>et al</em>. 2007).<br/> <br/> The carapace morphology of Wolf Volcano tortoises is quite variable, with carapace shapes ranging from domed to intermediate to saddlebacked Given that the ancestor of this species is&#160;<em>C. darwini</em>&#160;from Santiago (Caccone <em>et al</em>. 1999; Caccone <em>et al</em>. 2002; Poulakakis <em>et al</em>. 2008, 2013; Garrick <em>et al.</em> 2012, 2014), a species with an intermediate carapace shape, we assume that this is the ancestral carapace shape for&#160;<em>C. becki</em>, whereas the presence of domed and saddlebacked individuals is likely the result of past mating events with individuals from other islands (see above).  </span>"
59077,Cryptobranchus alleganiensis,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,CRYPTOBRANCHIDAE,Cryptobranchus,alleganiensis,,,,,"(Sonnini de Manoncourt &amp; Latreille, 1801)",<em>Cryptobranchus guildayi</em> synonymized with this species by Bredehoeft and Schubert (2015).<br/><br/>There are likely multiple species currently retained within this concept (T. Pierson pers. comm. June 2021).&#160;It is necessary to investigate this species complex and elucidate the taxonomic identity of its members.
82627914,Zoogoneticus purhepechus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Zoogoneticus,purhepechus,,,,,"Domínguez-Domínguez, Pérez-Rodríguez &amp; Doadrio, 2008","The first individuals of this species were sampled in 1901 by S.E. Meek and F.E. Lutz from La Barca, Ocotlán, but at this time regarded as <em>Zoogoneticus quitzeoensis</em>. It lasted until the late 1990's and early 2000's when it become likely, that the stocks from the western distribution range of this species belong to a distinct one (Webb 1998, Doadrio and Domínguez&#160;2004). Then in 2008, Domínguez-Domínguez <em>et al.</em> described <em>Zoogoneticus purhepechus</em> from individuals they collected in the Presa Verduzco (La Luz spring) at Jacona de Plancarte. They large distribution area and different populated drainages are the reason for distinguishing seven subpopulations of the La Luz Splitfin: The Lower Río Lerma subpopulation (type subpopulation) including the Río Duero, the Laguna Chapala/ Río Grande de Santiago subpopulation, the Laguna Magdalena subpopulation, the Upper Río Ameca subpopulation, the Laguna de Sayula subpopulation, the Laguna de Zapotlán subpopulation and the Laguna San Marcos subpopulation, including the lagunas San Marcos, Zacoalcos and Atotonilco."
9019,Chelonoidis chathamensis,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Chelonoidis,chathamensis,,,,,"(Van Denburgh, 1907)","<p>                  <a>The previous Red List assessments for Galápagos tortoises treated the various allopatric island populations as subspecies of&#160;<em>Chelonoidis nigra</em>&#160;(now named<em>&#160;Chelonoidis niger</em>),&#160;as did several authors&#160;(Pritchard 1996, Caccone&#160;<em>et al</em>. 1999, Beheregaray&#160;<em>et al</em>. 2003, Fritz and Havas 2007,TTWG 2007, Rhodin&#160;<em>et al</em>. 2008). However, other authors have considered them as full species based on morphology (Bour 1980, Fritts 1983, Ernst and Barbour 1989) and the more recent consensus among researchers (Caccone&#160;<em>et al</em>. 2002; Russello&#160;<em>et al</em>. 2005, 2007; Poulakakis&#160;<em>et al</em>. 2008, 2012, 2015; Chiari&#160;<em>et al</em>. 2009) is to treat most as full species based on congruent patterns of mitochondrial and nuclear variation. This elevated species-level taxonomy has been largely accepted by&#160;TTWG (2009, 2014) and TEWG (2015) for most, but not all, phylogenetic lineages of Galápagos tortoises. This Red List assessment therefore now treats&#160;<em>C. chathamensis</em>&#160;as a full species, rather than retaining its previous subspecies ranking from earlier Red List assessments.</a><span class=""MsoCommentReference""><br/>  <br/>Pritchard (1996) restricted the name <em>chathamensis</em> to the now-extirpated tortoise populations of southwestern and central San Cristóbal, but excluded the eastern San Cristóbal population, considering this population to represent a possibly distinct subspecies for which no name was available.<strong> </strong>For purposes of this Red List Assessment, the eastern San Cristóbal population is considered part of <em>chathamensis</em> until taxonomic clarity emerges.<br/><br/><em>Testudo wallacei</em> Rothschild, 1902, was described with type locality “Chatham Island?”, but its type locality was designated Jervis Island [Rábida] by Van Denburgh (1914); Rábida tortoises were hypothesized to be an introduced population (Pritchard 1996), later confirmed by genetic analysis (Poulakakis <em>et al</em>. 2012) to represent tortoises from southern Isabela, and the name <em>wallacei</em> is considered a <em>nomen dubium</em> and synonym of <em>C. vicina</em> (Fritz and Havas 2007, TTWG 2014).</p>"
9024,Chelonoidis hoodensis,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Chelonoidis,hoodensis,,,,,"(Van Denburgh, 1907)","<a><a>The previous Red List assessments for Galápagos tortoises treated the various allopatric island populations as subspecies of&#160;<em>Chelonoidis nigra</em>&#160;(now named<em>&#160;Chelonoidis niger</em>),&#160;as did several authors&#160;(Pritchard 1996, Caccone&#160;<em>et al</em>. 1999, Beheregaray&#160;<em>et al</em>. 2003, Fritz and Havas 2007,TTWG 2007, Rhodin&#160;<em>et al</em>. 2008). However, other authors have considered them as full species based on morphology (Bour 1980, Fritts 1983, Ernst and Barbour 1989) and the more recent consensus among researchers (Caccone&#160;<em>et al</em>. 2002; Russello&#160;<em>et al</em>. 2005, 2007; Poulakakis&#160;<em>et al</em>. 2008, 2012, 2015; Chiari&#160;<em>et al</em>. 2009) is to treat most as full species based on congruent patterns of mitochondrial and nuclear variation. This elevated species-level taxonomy has been largely accepted by&#160;TTWG (2009, 2014) and TEWG (2015) for most, but not all, phylogenetic lineages of Galápagos tortoises.&#160;</a>This Red List assessment therefore now treats&#160;<em>C. hoodensis</em>&#160;as a full species, rather than retaining its previous subspecies ranking from earlier Red List assessments.</a>"
9026,Chelonoidis porteri,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Chelonoidis,porteri,,,,,"(Rothschild, 1903)","<p><a><a>The previous Red List assessments for Galápagos tortoises treated the various allopatric island populations as subspecies of&#160;<em>Chelonoidis nigra</em>&#160;(now named<em>&#160;Chelonoidis niger</em>),&#160;as did several authors&#160;(Pritchard 1996, Caccone&#160;<em>et al</em>. 1999, Beheregaray&#160;<em>et al</em>. 2003, Fritz and Havas 2007,TTWG 2007, Rhodin&#160;<em>et al</em>. 2008). However, other authors have considered them as full species based on morphology (Bour 1980, Fritts 1983, Ernst and Barbour 1989) and the more recent consensus among researchers (Caccone&#160;<em>et al</em>. 2002; Russello&#160;<em>et al</em>. 2005, 2007; Poulakakis&#160;<em>et al</em>. 2008, 2012, 2015; Chiari&#160;<em>et al</em>. 2009) is to treat most as full species based on congruent patterns of mitochondrial and nuclear variation. This elevated species-level taxonomy has been largely accepted by&#160;TTWG (2009, 2014) and TEWG (2015) for most, but not all, phylogenetic lineages of Galápagos tortoises.&#160;</a>This Red List assessment therefore now treats&#160;<em>C. porteri</em>&#160;as a full species, rather than retaining its previous subspecies ranking from earlier Red List assessments.</a><br/> <br/> The name&#160;<em>C. porteri&#160;</em>now refers only to the species of tortoise found on western Santa Cruz Island in the area known as La Reserva (the originally designated Tortoise Reserve). A second tortoise species on eastern Santa Cruz Island from the Cerro Fatal&#160;region&#160;has recently been described as&#160;<em>C. donfaustoi</em>&#160;(Poulakakis <em>et al</em>. 2015), thus separating what was formerly considered one species into two.&#160;A third very small group of tortoises occurs in the northwestern region of Santa Cruz near Cerro Montura. The tortoises found at Cerro Montura have been identified as genetically indistinguishable from the Pinzón tortoise,&#160;<em>C. duncanensis</em>&#160;(Russello <em>et al</em>. 2005), and it is considered that they were probably introduced from Pinzón to Santa Cruz by humans.<br/> <br/> Some recent literature suggests that the valid name for the Western Santa Cruz tortoise may be&#160;<em>C. nigrita</em>&#160;(e.g., EMBL database).<em>&#160;</em>However, the Tortoise and Freshwater Turtle Specialist Group follows the nomenclature of Pritchard (1996),&#160;Fritz and Havas (2007),&#160;TTWG (2014), and TEWG (2015), who concluded that&#160;<em>nigrita</em>&#160;is a&#160;<em>nomen dubium</em>&#160;and placed it in questionable synonymy under&#160;<em>C. porteri</em>.</p>"
62209,Cyprinodon macularius,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,macularius,,,,,"Baird and Girard, 1853",
82958911,Cyprinodon laciniatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,laciniatus,,,,,"Hubbs &amp; Miller, 1942",
4801,Christinus guentheri,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Christinus,guentheri,,,,,"Nussbaum &amp; Raxworthy, 1998","There is unpublished morphological and genetic data supporting the suggestion by Cogger (2014) that the Norfolk Island and Lord Howe Islands populations represent distinct species (D. Chapple pers. comm. 2017). Until this work is formally published, this account retains the traditional concept of <em>Christinus guentheri</em>."
11559,Lepidodactylus listeri,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Lepidodactylus,listeri,,,,,"(Boulenger, 1889)",
83491786,Diporiphora vescus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Diporiphora,vescus,,,,,"Doughty, Kealley &amp; Melville, 2012",
22579,Tympanocryptis pinguicolla,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Tympanocryptis,pinguicolla,,,,,"Mitchell, 1948","Recent genetic analysis indicates that disjunct records from the Monaro Tablelands in New South Wales represent a distinct population (Scott and Keogh 2000, Melville&#160;<em>et al.</em>&#160;2007), but no formal taxonomic action has yet been taken. Records from the Darling Downs in Queensland have been described as the distinct species&#160;<em>Tympanocryptus condaminensis&#160;</em>(Melville<em>&#160;et al.</em>&#160;2014)."
83494956,Tympanocryptis condaminensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Tympanocryptis,condaminensis,,,,,"Melville, Smith, Hobson, Hunjan &amp; Shoo, 2014","The name <em>Tympanocryptis condaminensis </em>was erected by Melville <em>et al. </em>(2014) for the subpopulation of <em>T. pinguicolla </em>found in the Darling Downs, on the basis of genetic evidence that the two taxa are specifically distinct."
11661,Parabotia curtus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,BOTIIDAE,Parabotia,curtus,,,,,"(Temminck &amp; Schlegel, 1846)","<em>Parabotia curtus</em> was originally described as <em>Cobitis curta</em> by Temminck &amp; Schlegel (1846). After changes in the generic position, the species is included in <em>Parabotia </em>in the latest references. Because the gender of <em>Parabotia </em>is determined as masculine (see Kottelat 2012), <em>Parabotia curtus</em> (not <em>curta</em>) is currently used. <em>Parabotia curtus</em> is undoubtedly endemic to Japan, although an uncertain record of this species exists from southern China (see Watanabe <em>et al</em>. 2009). The species is included in the subfamily Botiinae of the family Cobitidae. Some recent references use the family name of Botiidae, based on the morphology and molecular phylogeny (e.g., Nalbant 2002, Šlechtová <em>et al</em>. 2006, Watanabe <em>et al</em>. 2009)."
83778224,Varanus melinus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VARANIDAE,Varanus,melinus,,,,,"Böhme &amp; Ziegler, 1997",
57392,Boophis blommersae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,blommersae,,,,,"Glaw &amp; Vences, 1994",
57404,Boophis haematopus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,haematopus,,,,,"Glaw, Vences, Andreone &amp; Vallan, 2001",
57412,Boophis majori,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,majori,,,,,"(Boulenger, 1896)",The taxonomy of this species was revised by Glaw <em>et al.</em> (2001).
57416,Boophis miniatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,miniatus,,,,,"(Mocquard, 1902)",The taxonomy of this species was revised by Glaw <em>et al.</em> (2001).
57434,Boophis vittatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,vittatus,,,,,"Glaw, Vences, Andreone &amp; Vallan, 2001",
57439,Mantella bernhardi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,bernhardi,,,,,"Vences, Glaw, Peyrieras, Böhme &amp; Busse, 1994","Molecular data indicate the existence of at least two different management units for conservation in this species, corresponding to the north and south of its distribution range (Andreone <span style=""font-style: italic;"">et al</span>. 2006, Vieites <em>et al.</em>&#160;2006)."
57443,Mantella expectata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,expectata,,,,,"Busse &amp; Böhme, 1992","Records of <em>Mantella expectata</em> or <em>M. betsileo</em> from the arid west and southwest Madagascar (including from from Tsingy de Bemaraha) probably refer to a separate, undescribed, species that is not characterized by blue legs (F. Andreone pers. comm., Rabemananjara <span style=""font-style: italic;"">et al</span>. 2007).&#160;Here we consider as <em>Mantella expectata</em> to refer only the populations from Isalo and the thin band further south (F. Glaw pers. comm. May 2016)."
57444,Mantella haraldmeieri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,haraldmeieri,,,,,"Busse, 1981",This species is genetically very closely related to&#160;<em>Mantella baroni</em> (Vences <em>et al</em>. 2004).
57446,Mantella madagascariensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,madagascariensis,,,,,"(Grandidier, 1872)",This species is closely related to <i>Mantella pulchra</i> (F. Glaw pers. comm.).
57447,Mantella manery,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,manery,,,,,"Vences, Glaw &amp; Böhme, 1999",
57448,Mantella milotympanum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,milotympanum,,,,,"Staniszewski, 1996","This species and <em>Mantella crocea</em> might represent colour variants of the same species (M. Vences and F. Glaw pers. comm. August 2016, Chiari <span style=""font-style: italic;"">et al</span>. 2004). Subpopulations with intermediate characteristics between <span style=""font-style: italic;"">M. crocea</span> and <span style=""font-style: italic;"">M. milotympanum</span> have been recorded from north of Fierenana, Andriabe, Savakoanina and the Zahamena reserve (Chiari <span style=""font-style: italic;"">et al</span>. 2004)."
57454,Mantidactylus albofrenatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantidactylus,albofrenatus,,,,,"(Müller, 1892)","This species was redefined, and two new species, <em>Mantidactylus charlotteae</em> and <em>M. zipperi</em>, were described by Vences and Glaw (2004)."
57458,Gephyromantis ambohitra,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,ambohitra,,,,,"(Vences &amp; Glaw, 2001)",This species belongs to the <em>Gephyromantis asper </em>group and was split from it prior to its first assessment in 2004. The population from Manongarivo is genetically distinct (F. Glaw pers.comm. November 2015).
57470,Spinomantis brunae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Spinomantis,brunae,,,,,"(Andreone, Glaw, Vences &amp; Vallan, 1998)","This recently described species is similar to <i>Spinomantis peraccae</i> and <i>S. elegans</i>. There is confustion regarding the taxonomy of this Group (additional species might be involved), and a revision is needed."
57472,Gephyromantis cornutus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,cornutus,,,,,"(Glaw &amp; Vences, 1992)",This species was revised by Glaw and Vences (2001) who described two sibling species: <em>Gephyromantis tandroka</em> and <em>G. tschenki</em>.
57487,Spinomantis guibei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Spinomantis,guibei,,,,,"(Blommers-Schlösser, 1991)",
57489,Gephyromantis horridus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,horridus,,,,,"(Boettger, 1880)","This species was revised by Vences <em>et al.</em> (2002). <br/><br/>It was described from Nosy Be Island over 100 years ago and never seen there again (many species have Nosy Be as their type locality because an important port was situated there, but those species never actually occurred on the island and this record of <em>G. horridus</em> was suspected to one such mistake; however, the natural history museum in Vienna traced a specimen collected by Brancsik in 1890 from the island confirming that the species actually occured on Nosy Be (Glaw and Vences 2011)."
57490,Guibemantis kathrinae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Guibemantis,kathrinae,,,,,"(Glaw, Vences &amp; Gossmann, 2000)",
57492,Gephyromantis klemmeri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,klemmeri,,,,,"Guibé, 1974",
57502,Spinomantis massi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Spinomantis,massi,,,,,"(Glaw &amp; Vences, 1994)","The specific name was emended to <em>massorum</em> by Vences <em>et al. </em>(2003). However, according to Amphibian Species of the World version 5.2, this is an unjustified emendation (Frost 2008: <a href=""http://research.amnh.org/herpetology/amphibia/index.php"">http://research.amnh.org/herpetology/amphibia/index.php</a>)."
57504,Spinomantis microtis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Spinomantis,microtis,,,,,"(Guibé, 1974)","This species is here considered to belong to the genus <em>Spinomantis</em>, rather than <em>Boophis</em>, following Glaw and Vences (2006)."
57505,Boehmantis microtympanum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boehmantis,microtympanum,,,,,"(Angel, 1935)",
57517,Gephyromantis rivicola,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,rivicola,,,,,"(Vences, Glaw &amp; Andreone, 1997)",
57518,Gephyromantis salegy,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,salegy,,,,,"(Andreone, Aprea, Vences &amp; Odierna, 2003)",
57520,Gephyromantis schilfi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,schilfi,,,,,"(Glaw &amp; Vences, 2000)",
57522,Gephyromantis silvanus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,silvanus,,,,,"(Vences, Glaw &amp; Andreone, 1997)",
57523,Gephyromantis spiniferus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,spiniferus,,,,,"(Blommers-Schlösser &amp; Blanc, 1991)",
57524,Gephyromantis striatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,striatus,,,,,"(Vences, Glaw, Andreone, Jesu &amp; Schimmenti, 2002)",This species was previously included in <em>Gephyromantis malagasius</em> (Vences <em>et al.</em> 2002).
57525,Gephyromantis tandroka,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,tandroka,,,,,"(Glaw &amp; Vences, 2001)",
57528,Mantidactylus tricinctus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantidactylus,tricinctus,,,,,"(Guibé, 1947)","This species was removed from the synonymy of <em>Mantidactylus biporus</em> by Glaw and Vences (1999) and tentatively redefined by Glaw and Vences (2007). However, additional candidate species have been identified by Vieites <em>et al</em>. (2009) demonstrating that the taxonomic identity of the species is still uncertain and in need of further revision. Candidate species from the subgenus <em>Brygoomantis</em> (see Vieites <em>et al.</em> 2009 and Wollenberg <em>et al.</em> 2011) are not considered in this assessment (F. Glaw pers. comm. May 2016)."
57677,Anodonthyla rouxae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,rouxae,,,,,"Guibé, 1974",
57867,Madecassophryne truebae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Madecassophryne,truebae,,,,,"Guibé, 1974",
57954,Platypelis alticola,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Platypelis,alticola,,,,,"(Guibé, 1974)",
57958,Platypelis mavomavo,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Platypelis,mavomavo,,,,,"Andreone, Fenolio &amp; Walvoord, 2003",
57959,Platypelis milloti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Platypelis,milloti,,,,,"Guibé, 1950",
57960,Cophyla occultans,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Cophyla,occultans,,,,,"(Glaw &amp; Vences, 1992)",
57968,Plethodontohyla brevipes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Plethodontohyla,brevipes,,,,,"Boulenger, 1882",
57995,Scaphiophryne boribory,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Scaphiophryne,boribory,,,,,"Vences, Raxworthy, Nussbaum &amp; Glaw, 2003",
58000,Scaphiophryne marmorata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Scaphiophryne,marmorata,,,,,"Boulenger, 1882",<em>Scaphiophryne spinosa</em> has been separated from this species by Vences <em>et al.</em> (2003). The western subpopulations have also been separated as <em>S. menabensis</em> (Glos <em>et al</em>. 2005).
58013,Stumpffia roseifemoralis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,roseifemoralis,,,,,"Guibé, 1974","This species was synonymized with <em>Stumpffia psologlossa</em> by Blommers-Schlösser and Blanc (1991). However, we follow Glaw and Vences (1994) in treating it as a separate species.    D'Cruze <span style=""font-style: italic;"">et al</span>. (2007) recorded <span style=""font-style: italic;"">Stumpffia</span> cf. <span style=""font-style: italic;"">roseifemoralis</span> from Montagne des Français; the identity of these animals requires further study and they are not included as part of this assessment.<p><br/></p>"
135792,Mantidactylus bourgati,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantidactylus,bourgati,,,,,"Guibé, 1974",We follow Glaw and Vences (2006) in separating this species from <em>Mantidactylus curtus</em>.
79789021,Cophyla puellarum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Cophyla,puellarum,,,,,"Rakotoarison, Crottini, Müller, Rödel, Glaw &amp; Vences, 2015",
2297,Atelognathus reverberii,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BATRACHYLIDAE,Atelognathus,reverberii,,,,,"(Cei, 1969)",
55455,Hyloscirtus colymba,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,colymba,,,,,"(Dunn, 1931)",
4055,Calyptocephalella gayi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CALYPTOCEPHALELLIDAE,Calyptocephalella,gayi,,,,,"(Duméril &amp; Bibron, 1841)",
